ID;фамилия;имя;отчество;пол;дата рождения;номер полиса ОМС;СНИЛС ВРАЧА;ISHL;ISHOB
167663929;ИваДРА;ИваНА;ИваТОРОВНА;Ж;01.12.1971;1234567886001063;011-400-853 76;306;314
167663930;ИваОНОВ;ИваЕНИЙ;ИваДИМИРОВИЧ;М;01.08.1957;1234567822000603;153-911-603 53;302;301
167663931;ИваТЬЯКОВ;ИваИЛИЙ;ИваКСЕЕВИЧ;М;01.01.1954;1234567844000421;153-911-603 53;302;301
167663932;ИваУЛЛАЕВ;ИваУГАФАР;ИваТУЛЛАЕВИЧ;М;01.09.1976;1234567843001110;072-250-835 41;302;301
167663933;ИваАНОВ;ИваЙ;ИваНОВИЧ;М;01.10.1962;1234567820000725;213-991-874 91;302;301
167663934;ИваМАРЕНКО;ИваГАРИТА;ИваЕСЛАВОВНА;Ж;01.04.2002;1234567787000609;072-250-835 41;306;314
167663935;ИваТЫНОВ;ИваГ;ИваОЛАЕВИЧ;М;01.08.1980;1234567844000639;110-147-456 99;302;301
167663936;ИваНЕЦОВА;ИваЬЯНА;ИваРЕЕВНА;Ж;01.12.1995;1234567896000544;110-147-456 99;302;301
167663937;ИваБАКОВА;ИваИНА;ИваКСЕЕВНА;Ж;01.08.1955;1234567885000410;056-013-932 33;302;301
167663938;ИваНЕВ;ИваКСАНДР;ИваНОВИЧ;М;01.01.1948;1234567829000499;144-740-578 67;306;314
167663939;ИваЕНОВА;ИваТОРИЯ;ИваТОЛЬЕВНА;Ж;01.05.1993;1234567874000586;030-392-764 31;302;301
167663940;ИваЬЯНЕНКО;ИваТЕРИНА;ИваРЕЕВНА;Ж;01.12.1933;1234567894000011;176-817-604 08;302;301
167663941;ИваАЯН;ИваЕН;ИваМОВИЧ;М;01.02.1979;1234567835000483;213-991-874 91;302;301
167663942;ИваЛЕВСКОЙ;ИваИЛИЙ;ИваРОВИЧ;М;01.09.1954;1234567828000254;059-248-515 88;302;301
167663943;ИваОКИМОВА;ИваТОРИЯ;ИваНОВНА;Ж;01.03.1984;1234567885001663;196-271-193 97;302;301
167663944;ИваЛАК;ИваТЕРИНА;ИваКСАНДРОВНА;Ж;01.07.1985;1234567872000873;176-817-604 08;302;301
167663945;ИваКОВА;ИваНА;ИваНОВНА;Ж;01.09.1967;1234567897000571;013-359-163 25;302;301
167663946;ИваЬМИН;ИваТОР;ИваНОВИЧ;М;01.04.1960;1234567841000396;072-250-835 41;302;301
167663947;ИваИЙ;ИваИНА;ИваНОВНА;Ж;01.09.1955;1234567885000604;176-817-604 08;302;301
167663948;ИваНЕВА;ИваВДИЯ;ИваОЛАЕВНА;Ж;01.02.1950;1234567871001168;034-476-715 62;306;314
167663949;ИваЧИР;ИваЫР;ИваУДУЕВИЧ;М;01.02.1985;1234567845000722;011-400-847 78;302;301
167663950;ИваМСКАЯ;ИваЕЖДА;ИваРОВНА;Ж;01.06.0149;1234567880014444;213-991-874 91;302;301
167663951;ИваНАКОВА;ИваТЕРИНА;ИваОЛАЕВНА;Ж;01.11.1958;1234567878000530;072-250-835 41;302;301
167663952;ИваВИНОВ;ИваКСЕЙ;ИваКСАНДРОВИЧ;М;01.09.1977;1234567828000477;013-359-200 13;302;301
167663953;ИваОВА;ИваНА;ИваТОРОВНА;Ж;01.07.1971;1234567891000490;030-392-764 31;302;301
167663954;ИваАСИМЕНКО;ИваГЕЙ;ИваЛОВИЧ;М;01.07.1953;1234567840000270;034-479-692 84;302;301
167663955;ИваАН;ИваДИМИР;ИваЛОВИЧ;М;01.04.1970;1234567827000569;049-901-947 94;301;301
167663956;ИваДЖЕВА;ИваТЛАНА;ИваРОВНА;Ж;01.03.1975;1234567876000585;013-359-163 25;302;301
167663957;ИваБАСИНА;ИваИНА;ИваНОВНА;Ж;01.05.1958;1234567897000826;176-817-604 08;302;301
167663958;ИваТОВ;ИваИЛИЙ;ИваНОВИЧ;М;01.09.1971;1234567821000489;141-558-479 69;302;301
167663959;ИваЦЕНКО;ИваЕНТИНА;ИваИМОВНА;Ж;01.04.0159;1234567880001014;072-250-835 41;302;301
167663960;ИваОГРАЙ;ИваГЕЙ;ИваИСОВИЧ;М;01.01.1964;1234567818000473;110-147-456 99;302;301
167663961;ИваАСЕНКО;ИваАЛИЯ;ИваКСАНДРОВНА;Ж;01.10.1957;1234567878001062;150-494-998 86;302;301
167663962;ИваТЬКО;ИваСТАСИЯ;ИваНАДЬЕВНА;Ж;01.06.1992;1234567897000711;049-901-947 94;302;301
167663963;ИваИНА;ИваСТАСИЯ;ИваЕРЬЕВНА;Ж;01.06.1991;1234567887000570;013-359-163 25;302;301
167663964;ИваАЕВА;ИваГА;ИваГЕЕВНА;Ж;01.11.1980;1234567897000157;013-359-200 13;302;301
167663965;ИваРАНКОВ;ИваН;ИваПАНОВИЧ;М;01.08.1942;1234567834000025;013-359-163 25;302;301
167663966;ИваМЕНКО;ИваЯ;ИваАЙЛОВНА;Ж;01.10.1946;1234567892000746;059-248-515 88;302;301
167663967;ИваОНОВСКАЯ;ИваЬЯНА;ИваОЛАЕВНА;Ж;01.11.1986;1234567894001320;011-400-846 77;302;301
167663968;ИваЯНИК;ИваОНИНА;ИваОЛАЕВНА;Ж;01.11.1954;1234567892000706;150-494-998 86;302;301
167663969;ИваДЮРИНА;ИваЬЯНА;ИваОЛАЕВНА;Ж;01.07.1957;1234567876000821;034-476-715 62;306;314
167663970;ИваНА;ИваЕНТИНА;ИваОРОВНА;Ж;01.01.1946;1234567879000460;030-392-764 31;302;301
167663971;ИваСОВ;ИваКСАНДР;ИваКСАНДРОВИЧ;М;01.07.1989;1234567846000650;013-359-200 13;302;301
167663972;ИваЗНОВА;ИваНА;ИваФАНОВНА;Ж;01.12.1937;1234567873000817;110-147-456 99;306;314
167663973;ИваТЕЧКО;ИваЬЯНА;ИваЕВНА;Ж;01.12.1989;1234567877000577;116-568-015 57;302;301
167663974;ИваРОДУБЦЕВА;ИваНА;ИваТРИЕВНА;Ж;01.12.1954;1234567884000889;011-400-853 76;302;301
167663975;ИваГ;ИваНА;ИваДИМИРОВНА;Ж;01.08.1988;1234567879000374;121-850-443 27;302;301
167663976;ИваНЕЦОВА;ИваМИЛА;ИваГЕЕВНА;Ж;01.01.1941;1234567891000604;176-817-604 08;304;305
167663977;ИваЫГИНА;ИваА;ИваКСАНДРОВНА;Ж;01.03.1976;1234567879000379;116-568-015 57;304;305
167663978;ИваИКАЕВ;ИваЕРИЙ;ИваФУРОВИЧ;М;01.09.1949;1234567836001477;176-817-604 08;302;301
167663979;ИваОЛОВ;ИваН;ИваНОВИЧ;М;01.10.1953;1234567847000105;030-392-764 31;302;301
167663980;ИваИНСКАЯ;ИваАНА;ИваДИМИРОВНА;Ж;01.12.1975;1234567872000516;215-427-096 46;302;301
167663981;ИваЯБИНА;ИваОВЬ;ИваГОВНА;Ж;01.08.1988;1234567881001489;049-901-947 94;302;301
167663982;ИваА;ИваА;ИваГЕЕВНА;Ж;01.12.1963;1234567885000432;150-494-998 86;302;301
167663983;ИваЯНИНА;ИваЕЖДА;ИваКСЕЕВНА;Ж;01.10.1981;1234567870001045;141-558-479 69;302;301
167663984;ИваНИВЕЦ;ИваСТАСИЯ;ИваТРИЕВНА;Ж;01.09.1998;1234567893000505;196-271-193 97;302;301
167663985;ИваЯНИНА;ИваОВЬ;ИваИЛЬЕВНА;Ж;01.11.1957;1234567886000537;141-558-479 69;302;301
167663986;ИваГ;ИваНА;ИваДИМИРОВНА;Ж;01.08.1988;1234567879000374;150-494-998 86;302;301
167663987;ИваЬКО;ИваДИМИР;ИваРОВИЧ;М;01.06.1955;1234567846000476;013-359-163 25;302;301
167663988;ИваЕНКО;ИваСТАСИЯ;ИваДИМИРОВНА;Ж;01.09.1987;1234567894000691;116-568-015 57;304;305
167663989;ИваОНОВА;ИваАИДА;ИваОРОВНА;Ж;01.11.1948;1234567872000802;034-476-715 62;306;314
167663990;ИваФЕРОВ;ИваЕНТИН;ИваНОВИЧ;М;01.02.1950;1234567845000171;049-901-947 94;302;301
167663991;ИваЛИЦИН;ИваДИМИР;ИваКСЕЕВИЧ;М;01.10.1946;1234567837000421;176-817-604 08;302;301
167663992;ИваЧАРОВА;ИваГА;ИваРОВНА;Ж;01.04.1974;1234567873001329;011-400-847 78;302;301
167663993;ИваРИЛЬЧЕНКО;ИваТЛАНА;ИваБЕРТОВНА;Ж;01.08.1968;1234567870000565;030-392-764 31;306;314
167663994;ИваДЫЛЕВ;ИваКСАНДР;ИваДИМИРОВИЧ;М;01.03.2004;1234567734000630;110-147-456 99;302;301
167663995;ИваПЕНКО;ИваЬЯНА;ИваТОРОВНА;Ж;01.04.1962;1234567883000159;013-359-200 13;302;301
167663996;ИваГ;ИваНА;ИваДИМИРОВНА;Ж;01.08.1988;1234567879000374;215-427-096 46;302;301
167663997;ИваТЕРЕНКО;ИваТЛАНА;ИваОЛАЕВНА;Ж;01.03.1964;1234567879000513;013-359-200 13;302;301
167663998;ИваИКОВА;ИваИНА;ИваОРОВНА;Ж;01.11.1949;1234567878001079;049-901-947 94;302;301
167663999;ИваЕНКО;ИваОЛАЙ;ИваКСЕЕВИЧ;М;01.11.1943;1234567825000106;059-248-515 88;302;301
167664000;ИваЫКОВА;ИваЯ;ИваОРОВНА;Ж;01.03.1983;1234567872000783;141-558-479 69;302;301
167664001;ИваОБКА;ИваИЯ;ИваКСАНДРОВНА;Ж;01.05.2003;1234567780000591;176-817-604 08;302;301
167664002;ИваНАВЦЕВА;ИваА;ИваКСАНДРОВНА;Ж;01.10.1951;1234567884000790;150-494-998 86;302;301
167664003;ИваРИДНЫЙ;ИваКСАНДР;ИваОЛАЕВИЧ;М;01.03.1968;1234567826000052;176-817-604 08;302;301
167664004;ИваНИНА;ИваНА;ИваНОВНА;Ж;01.04.1961;1234567892000347;049-901-947 94;302;301
167664005;ИваЕДЕВА;ИваА;ИваЛОВНА;Ж;01.10.1951;1234567895000649;013-359-163 25;302;301
167664006;ИваЫЧЕВ;ИваСЛАВ;ИваЛОВИЧ;М;01.01.2005;1234567728000993;034-479-692 84;302;301
167664007;ИваМА;ИваИЛЛ;ИваКСАНДРОВИЧ;М;01.01.1989;1234567836000524;030-392-764 31;302;301
167664008;ИваАНЦЕВА;ИваЬЯНА;ИваКСАНДРОВНА;Ж;01.01.1985;1234567874000193;140-206-799 24;301;301
167664009;ИваНОСОВА;ИваНА;ИваКСЕЕВНА;Ж;01.07.1978;1234567873000752;150-494-998 86;302;301
167664010;ИваЕНСКИЙ;ИваЕРИЙ;ИваЕНОВИЧ;М;01.07.1947;1234567828000494;213-991-874 91;302;301
167664011;ИваДЬКО;ИваНА;ИваОЛАЕВНА;Ж;01.04.2003;1234567797000674;030-392-764 31;302;301
167664012;ИваОРОВА;ИваИНА;ИваТОРОВНА;Ж;01.08.1972;1234567869000616;159-313-001 47;302;301
167664013;ИваОДИНА;ИваСТАСИЯ;ИваРЕЕВНА;Ж;01.05.2001;1234567789000203;221-096-992 56;302;301
167664014;ИваЕСАНОВА;ИваИСА;ИваАНОВНА;Ж;01.06.1940;1234567873000799;049-901-947 94;302;301
167664015;ИваЕНКО;ИваГЕЙ;ИваДИМИРОВИЧ;М;01.09.1984;1234567844000331;059-248-515 88;306;314
167664016;ИваОЗОВ;ИваФАН;ИваИППОВИЧ;М;01.07.1943;1234567827000371;030-392-764 31;302;301
167664017;ИваОЛАЕВ;ИваКСАНДР;ИваОЛАЕВИЧ;М;01.06.1958;1234567835000569;105-021-379 90;302;301
167664018;ИваЕДЕНКО;ИваА;ИваНОВНА;Ж;01.04.0148;1234567880000040;141-558-479 69;302;301
167664019;ИваЕНКО;ИваОЛАЙ;ИваОЛАЕВИЧ;М;01.02.1961;1234567836000955;213-991-874 91;302;301
167664020;ИваЕНЦОВА;ИваА;ИваТОЛЬЕВНА;Ж;01.01.1980;1234567873001147;140-869-445 79;302;301
167664021;ИваНТЬЕВА;ИваТЛАНА;ИваОЛАЕВНА;Ж;01.12.1956;1234567873000564;059-248-515 88;302;301
167664022;ИваКСЕЕНКО;ИваА;ИваДИМИРОВНА;Ж;01.11.2005;1234567797000116;049-901-947 94;306;314
167664023;ИваЕНКО;ИваГЕЙ;ИваДИМИРОВИЧ;М;01.09.1984;1234567844000331;144-740-578 67;306;314
167664024;ИваД;ИваА;ИваПАНОВНА;Ж;01.05.1950;1234567882000657;141-558-479 69;302;301
167664025;ИваНАУХ;ИваОВЬ;ИваКСАНДРОВНА;Ж;01.03.1965;1234567893000468;013-359-200 13;302;301
167664026;ИваЕНКОВА;ИваТЕРИНА;ИваОЛАЕВНА;Ж;01.04.1961;1234567873001066;176-817-604 08;302;301
167664027;ИваМЫКО;ИваОВЬ;ИваОРОВНА;Ж;01.07.1951;1234567886000644;049-901-947 94;302;301
167664028;ИваИЛЕНКО;ИваАЛИЯ;ИваНОВНА;Ж;01.10.1954;1234567875000730;150-494-998 86;302;301
167664029;ИваКОВ;ИваЯ;ИваКСАНДРОВИЧ;М;01.11.2002;1234567743000086;034-479-692 84;302;301
167664030;ИваОСЬКО;ИваАЛЬЯ;ИваТОЛЬЕВНА;Ж;01.11.1971;1234567897000483;176-817-604 08;302;301
167664031;ИваД;ИваА;ИваПАНОВНА;Ж;01.05.1950;1234567882000657;011-400-853 76;302;301
167664032;ИваАНГЕРЕЕВА;ИваТЕРИНА;ИваАЛЬЕВНА;Ж;01.11.1996;1234567878000256;034-479-692 84;302;301
167664033;ИваЬМУКАЕВ;ИваРЕЙ;ИваУЗОВИЧ;М;01.01.1994;1234567841000508;049-901-947 94;302;301
167664034;ИваДЕЕВ;ИваОЛАЙ;ИваКСАНДРОВИЧ;М;01.02.1978;1234567843000016;049-901-947 94;302;301
167664035;ИваМАРЕНКО;ИваГАРИТА;ИваЕСЛАВОВНА;Ж;01.04.2002;1234567787000609;116-568-015 57;302;301
167664036;ИваФИМОВА;ИваА;ИваРЕЕВНА;Ж;01.02.1944;1234567896000101;176-817-604 08;302;301
167664037;ИваВЕЕВА;ИваНА;ИваТОРОВНА;Ж;01.02.1972;1234567873000523;110-147-456 99;302;301
167664038;ИваЁМИНА;ИваАЛЬЯ;ИваИЛЬЕВНА;Ж;01.10.1959;1234567877001018;034-476-715 62;306;314
167664039;ИваЫДОВА;ИваНА;ИваНОВНА;Ж;01.04.0185;1234567880000565;110-147-456 99;302;301
167664040;ИваОЛАЙКО;ИваИЛ;ИваЕРЬЕВИЧ;М;01.10.2004;1234567744000843;011-400-853 76;302;301
167664041;ИваОКИМОВА;ИваТОРИЯ;ИваНОВНА;Ж;01.03.1984;1234567885001663;116-568-015 57;304;305
167664042;ИваАНОВ;ИваЙ;ИваДАНОВИЧ;М;01.04.1958;1234567831000832;013-359-163 25;302;301
167664043;ИваЦОВА;ИваСТАСИЯ;ИваНОВНА;Ж;01.03.1929;1234567881000016;059-248-515 88;302;301
167664044;ИваЧЕНКО;ИваНАДИЙ;ИваТОЛЬЕВИЧ;М;01.10.1958;1234567836000661;150-494-998 86;304;305
167664045;ИваЛОВА;ИваТОРИЯ;ИваНАДЬЕВНА;Ж;01.05.1987;1234567870001537;013-359-163 25;302;301
167664046;ИваЧЕНКО;ИваИНА;ИваОЛАЕВНА;Ж;01.02.1961;1234567873000546;013-359-200 13;302;301
167664047;ИваАНОВА;ИваБАР;ИваУЛГАДЫ КЗЫ;Ж;01.04.1969;1234567890000052;159-313-001 47;302;301
167664048;ИваОЯН;ИваИК;ИваАВАЗДОВИЧ;М;01.01.1946;1234567840000219;030-392-764 31;302;301
167664049;ИваАРЬ;ИваЕНТИНА;ИваНОВНА;Ж;01.09.1957;1234567883000709;056-013-932 33;302;301
167664050;Ива;ИваАЛЬЯ;ИваГЕЕВНА;Ж;01.05.1976;1234567873001316;059-248-515 88;302;301
167664051;ИваОЖКО;ИваЕЖДА;ИваИФОРОВНА;Ж;01.06.1946;1234567896000704;013-359-200 13;302;301
167664052;ИваИПЕНКО;ИваН;ИваОЛАЕВИЧ;М;01.02.1965;1234567822000463;013-359-200 13;302;301
167664053;ИваЕНКО;ИваА;ИваНОВНА;Ж;01.06.1972;1234567898000593;013-359-163 25;302;301
167664054;ИваЕЕВА;ИваТЛАНА;ИваОЛАЕВНА;Ж;01.11.1979;1234567890000725;030-392-764 31;302;301
167664055;ИваОНОВА;ИваТЛАНА;ИваОЛАЕВНА;Ж;01.09.1960;1234567881000848;221-096-992 56;304;305
167664056;ИваАЕВА;ИваА;ИваЕНЬЕВНА;Ж;01.10.2003;1234567788000467;110-147-456 99;302;301
167664057;ИваЕНЯН;ИваИНЕ;ИваОМОНОВНА;Ж;01.09.1965;1234567884000846;150-494-998 86;302;301
167664058;ИваНИНА;ИваАНА;ИваКСАНДРОВНА;Ж;01.03.1977;1234567877000299;110-147-456 99;302;301
167664059;ИваЦЕВА;ИваГА;ИваОЛАЕВНА;Ж;01.03.1968;1234567882000483;013-359-163 25;302;301
167664060;ИваЕНЯН;ИваИНЕ;ИваОМОНОВНА;Ж;01.09.1965;1234567884000846;030-392-764 31;302;301
167664061;ИваИТЕНКО;ИваНА;ИваОМОНОВНА;Ж;01.08.1981;1234567879001165;141-558-479 69;302;301
167664062;Ива;ИваАЛЬЯ;ИваГЕЕВНА;Ж;01.05.1976;1234567873001316;072-250-835 41;302;301
167664063;ИваСУРОВА;ИваСЕЯР;ИваЕВНА;Ж;01.05.1947;1234567895000730;011-400-853 76;302;301
167664064;ИваМАКОВА;ИваАЛЬЯ;ИваТРИЕВНА;Ж;01.12.1990;1234567895000020;056-013-932 33;302;301
167664065;ИваИКОВА;ИваТЕРИНА;ИваРЕВНА;Ж;01.09.1990;1234567875001508;141-558-479 69;304;305
167664066;ИваОШКИНА;ИваНА;ИваНОВНА;Ж;01.09.1975;1234567877000697;180-945-708 95;302;301
167664067;ИваРЧЕНКО;ИваЕНИЯ;ИваТОРОВНА;Ж;01.11.1979;1234567877001342;034-479-692 84;302;301
167664068;ИваСНОВА;ИваНА;ИваЕНТИНОВНА;Ж;01.02.1967;1234567883000885;056-013-932 33;302;301
167664069;ИваЗКОВ;ИваТРИЙ;ИваНАДЬЕВИЧ;М;01.09.1970;1234567825000215;072-250-835 41;302;301
167664070;ИваСУКОВА;ИваИНА;NULL;Ж;01.08.1954;1234567870001142;011-400-853 76;302;301
167664071;ИваИПОВА;ИваЕЖДА;ИваАЙЛОВНА;Ж;01.07.1950;1234567878000739;013-359-163 25;302;301
167664072;ИваНО;ИваИНА;ИваРЕВНА;Ж;01.12.1972;1234567894000711;011-400-846 77;302;301
167664073;ИваПЕТКО;ИваГЕЙ;ИваГЕЕВИЧ;М;01.12.0175;1234567830000418;049-901-947 94;302;301
167664074;ИваЦЕНКО;ИваА;ИваОЛАЕВНА;Ж;01.01.1940;1234567881000893;144-740-578 67;302;301
167664075;ИваШЕВ;ИваЙ;ИваЕСЛАВОВИЧ;М;01.12.1964;1234567836000301;072-250-835 41;302;301
167664076;ИваИСОВ;ИваПАН;ИваПАНОВИЧ;М;01.01.1945;1234567831000077;049-901-947 94;302;301
167664077;ИваГАНСКАЯ;ИваА;ИваКСАНДРОВНА;Ж;01.05.1971;1234567898000840;150-494-998 86;302;301
167664078;ИваКОМУРОВ;ИваЕМ;ИваКСАНДРОВИЧ;М;01.05.1983;1234567838000168;072-250-835 41;302;301
167664079;ИваИКОВ;ИваСТАНТИН;ИваЕНЬЕВИЧ;М;01.04.1978;1234567831000267;072-250-835 41;302;301
167664080;ИваОЛОБОВА;ИваАЛЬЯ;ИваДИМИРОВНА;Ж;01.02.1981;1234567878000501;056-013-932 33;302;301
167664081;ИваИАСЯН;ИваАВАЗД;ИваБЕКОВИЧ;М;01.04.1954;1234567833000872;034-479-692 84;302;301
167664082;ИваМОЧАЕВА;ИваМИЛА;ИваОЛАЕВНА;Ж;01.03.1968;1234567892001117;150-494-998 86;302;301
167664083;ИваАН;ИваКСАНДР;ИваОДЬЕВИЧ;М;01.04.1930;1234567821000187;049-901-947 94;302;301
167664084;ИваДНИК;ИваАНА;ИваОЛАЕВНА;Ж;01.06.1981;1234567873001029;034-476-715 62;306;314
167664085;ИваОФЕЕВ;ИваКСАНДР;ИваОРОВИЧ;М;01.02.1954;1234567846000859;059-248-515 88;302;301
167664086;ИваЗАН;ИваИНА;ИваКСАНДРОВНА;Ж;01.11.1954;1234567890000138;116-568-015 57;302;301
167664087;ИваОНЕНКО;ИваРИНА;ИваИСОВНА;Ж;01.05.1991;1234567882000414;213-991-874 91;306;314
167664088;ИваСУРОВА;ИваСЕЯР;ИваЕВНА;Ж;01.05.1947;1234567895000730;013-359-163 25;302;301
167664089;ИваОБРИТА;ИваГА;ИваКСЕЕВНА;Ж;01.07.1971;1234567896000628;072-250-835 41;302;301
167664090;ИваКИНА;Ива;ИваНАДЬЕВНА;Ж;01.04.2002;1234567775000512;150-494-998 86;302;301
167664091;ИваАЙТИС;ИваНА;ИваКСАНДРОВНА;Ж;01.02.1993;1234567893000622;116-568-015 57;302;301
167664092;ИваАНЕНКО;ИваТОРИЯ;ИваИЛЬЕВНА;Ж;01.12.1977;1234567872001252;034-479-692 84;302;301
167664093;ИваЫКИН;ИваКСАНДР;ИваНАДЬЕВИЧ;М;01.07.1963;1234567833000544;163-184-322 54;302;301
167664094;Ива;ИваОЛАЙ;ИваРЕЕВИЧ;М;01.11.1955;1234567832000538;011-400-847 78;302;301
167664095;ИваНЕВА;ИваЬЯНА;ИваКСАНДРОВНА;Ж;01.01.1955;1234567879000752;013-359-163 25;302;301
167664096;ИваОВ;ИваЕРИЙ;ИваДИМИРОВИЧ;М;01.07.1954;1234567825000552;159-313-001 47;302;301
167664097;ИваЯЕВ;ИваДИМИР;ИваКСАНДРОВИЧ;М;01.11.1959;1234567823000593;034-479-692 84;302;301
167664098;ИваПЯН;ИваМИЛА;ИваДИМИРОВНА;Ж;01.09.1970;1234567877000464;163-184-322 54;302;301
167664099;ИваХНО;ИваОВЬ;ИваОРОВНА;Ж;01.06.1956;1234567885000645;163-184-322 54;302;301
167664100;ИваОЧИНСКАЯ;ИваЕНТИНА;ИваРОВНА;Ж;01.04.1951;1234567869000584;013-359-163 25;302;301
167664101;ИваЮК;ИваНА;ИваКСАНДРОВНА;Ж;01.08.1990;1234567869000614;221-096-992 56;302;301
167664102;ИваСОВА;ИваА;ИваИЛЬЕВНА;Ж;01.05.1952;1234567881001084;029-790-869 09;302;301
167664103;ИваАТОВ;ИваТОЛИЙ;ИваНОВИЧ;М;01.07.1951;1234567833000549;150-494-998 86;302;301
